sent_index,main_topic,main_prob,sentence
890,0,0.7168,《习近平谈治国理政》多语种翻译团队汇集了中外40多个国家的高水平翻译专家和权威审定稿专家，以精益求精、追求卓越的态度，确保译文既精准传达习近平新时代中国特色社会主义思想的核心要义，又充分体现习近平主席的语言风格，让各国读者领略到习近平主席的思想魅力和领袖风范
891,1,0.6822,与国内各领域各地方建立协作机制，生动展现各领域各地方践行习近平新时代中国特色社会主义思想取得的丰硕成果，讲好新时代中国故事，推动《习近平谈治国理政》国际传播效能全面提升
892,0,0.9769,《习近平谈治国理政》全球出版发行引领新时代国际传播取得历史性成就
893,0,0.9921,在承担《习近平谈治国理政》多语种版出版发行重大任务的过程中，中国外文局对习近平新时代中国特色社会主义思想的学习和认识不断深化，深刻感受到这一重要思想的国际关注度越来越高、国际影响力越来越强，国际上对中国特色社会主义道路、理论、制度、文化的认同日益广泛
894,0,0.9933,做好国际传播工作，必须在以习近平同志为核心的党中央坚强领导下，始终坚持将对外宣介习近平新时代中国特色社会主义思想作为国际传播工作的首要任务，更加充分、更加鲜明地展现中国故事及其背后的思想力量和精神力量，为国际社会读懂中国提供理论指引
895,0,0.9921,坚持精益求精，坚持最高标准、最高质量、最高水平，进一步提高编译能力，创新宣传推介方式，拓展传播渠道和覆盖范围，全心全力打造新时代领袖著作翻译出版典范，全面提升习近平新时代中国特色社会主义思想国际传播效能，推动国际社会更好认识我们党、我们国家和我们的新时代
896,0,0.8949,这一礼让，是对中国传统文化的敬重，也是对中国科技创新的尊重，成为新时代中国人文经济学的独特世界叙事
897,0,0.7503,从Copy to China（复制到中国）到Innovation from China（创新源自中国），从个别国家认为“中国没有能力创新”到试图“封锁压制中国”，新时代中国经历了什么，又做对了什么
898,4,0.984,“全面深化科技体制机制改革，充分激发创新创造活力”“一体推进教育科技人才事业发展，构筑人才竞争优势”……新时代的中国共产党，掌握了创新中国的“密钥”
899,0,0.5759,在习近平主席亲自擘画下，在习近平外交思想科学指导下，新时代中国外交保持大政方针连续性，与时俱进推进理论和实践创新
900,3,0.6786,黄晓薇说，过去30年特别是新时代以来，中国扎扎实实践行北京世妇会精神，以实际行动引领全球妇女事业发展
901,4,0.9881,30年来，特别是进入新时代，在以习近平同志为核心的党中央坚强领导下，中国提前10年实现了联合国2030年可持续发展议程减贫目标，4416万农村妇女摆脱绝对贫困；女性平均预期寿命从72岁提高到80岁以上，孕产妇死亡率降幅达75.6%，大大超过全球普遍下降1/3的水平；高校女生占比从35.4%提升至50%，女科技人员占比达45.8%
902,3,0.9965,同法国总统马克龙在图尔马莱山口凭窗远眺，强调“双方可以和而不同，通过对话合作，为世界的和平和发展以及人类的进步作出新的贡献”；在和平共处五项原则发表70周年纪念大会上，指出“中方提出全球文明倡议，就是旨在促进各国人民相知相亲，促进各种文明包容互鉴”；出席金砖国家领导人第十六次会晤，呼吁“建设‘人文金砖’，做文明和合共生的倡导者”；在秘鲁阐述中秘关系的“成功之道”——“古老文明的深厚积淀，赋予中秘两国智慧和胸怀，让我们能够看清历史前进方向，顺应时代发展潮流，始终坚持平等相待、互尊互信、互学互鉴，成为不同体量、不同制度、不同文化国家团结合作的典范”……从双边到多边、从区域到全球，习近平主席一次次阐释新时代中国的文明观
903,0,0.6192,电影《哪吒之魔童闹海》登顶全球动画电影票房榜首，游戏《黑神话：悟空》风靡全球，舞剧《咏春》在英国、法国等多个国家“破圈”传播——凭借对优秀传统文化的传承与创新，新时代中国文艺作品熠熠生辉，更是启发了各国对文明传承发展的思考
904,0,0.9917,70年实践激励我们，进一步坚定道路自信、理论自信、制度自信、文化自信，坚定不移走中国特色社会主义政治发展道路，更充分地发挥人民代表大会制度的政治优势，为实现新时代新征程党和人民的奋斗目标提供坚实制度保障
905,0,0.3518,一年来，在以习近平同志为核心的党中央坚强领导下，全国人大常委会坚持以习近平新时代中国特色社会主义思想为指导，全面贯彻落实党的二十大和二十届二中、三中全会精神，学习贯彻习近平法治思想、习近平总书记关于坚持和完善人民代表大会制度的重要思想，坚持党的领导、人民当家作主、依法治国有机统一，践行全过程人民民主，依法履职、担当尽责，各项工作取得新的进展和成效
906,4,0.9773,全面总结学位条例实施40多年的经验，制定学位法，更好服务新时代高等教育事业改革发展
907,4,0.9611,适应新时代科普事业发展需要，修订科学技术普及法，培育崇尚科学、追求创新的社会风尚
908,2,0.9601,开展加强新时代安边固边兴边工作、发挥侨务资源优势助力中国式现代化等专题调研
909,0,0.4998,持续深入学习贯彻习近平新时代中国特色社会主义思想，紧紧围绕党和国家工作大局谋划和推进各项工作
910,0,0.5749,常委会要在以习近平同志为核心的党中央坚强领导下，坚持以习近平新时代中国特色社会主义思想为指导，全面贯彻落实党的二十大和二十届二中、三中全会精神，深刻领悟“两个确立”的决定性意义，增强“四个意识”、坚定“四个自信”、做到“两个维护”，深入学习贯彻习近平法治思想、习近平总书记关于坚持和完善人民代表大会制度的重要思想，坚持党的领导、人民当家作主、依法治国有机统一，发展全过程人民民主，认真行使宪法法律赋予的立法权、监督权、决定权、任免权，稳中求进推动人大工作高质量发展，为以中国式现代化全面推进强国建设、民族复兴伟业作出新贡献
911,0,0.9787,坚持用习近平新时代中国特色社会主义思想凝心铸魂，以思想理论水平的提高促进政治能力、履职能力的提升
912,1,0.5821,加强与地方人大的联系，共同做好新时代人大工作
913,2,0.9903,让我们更加紧密地团结在以习近平同志为核心的党中央周围，不忘初心、牢记使命，坚定信心、奋发进取，认真履行宪法法律赋予的职责，在新时代新征程坚持好、完善好、运行好人民代表大会制度，为以中国式现代化全面推进强国建设、民族复兴伟业而不懈奋斗
